REF_AREA,MEASURE,UNIT_MEASURE,TIME_PERIOD,OBS_VALUE,UNIT_MULT
LVA,F11,T,2013,10670.0,0
LVA,F11,T,2014,10204.0,0
CYP,F11,T,2012,1000.0,0
CYP,F11,T,2013,801.0,0
CYP,F11,T,2014,801.0,0
ITA,F11,T,2012,73000.0,0
ITA,F11,T,2013,74775.0,0
ITA,F11,T,2014,73178.0,0
GRC,F11,T,2012,24000.0,0
GRC,F11,T,2013,25523.0,0
GRC,F11,T,2014,24518.0,0
DNK,F12,T,2012,5250.0,0
DNK,F11,T,2012,10000.0,0
DNK,F11,T,2013,13601.0,0
DNK,F12,T,2013,5250.0,0
DNK,F12,T,2014,5250.0,0
DNK,F11,T,2014,13674.0,0
BGR,F11,T,2012,20798.0,0
BGR,F11,T,2013,11656.0,0
BGR,F11,T,2014,28144.0,0
BEL,F12,T,2012,320.0,0
BEL,F11,T,2012,5600.0,0
BEL,F11,T,2013,5600.0,0
BEL,F12,T,2013,320.0,0
BEL,F12,T,2014,320.0,0
BEL,F11,T,2014,5600.0,0
DNK,F11,T,2012,187163.6,0
DNK,F12,T,2012,6826.0,0
DNK,F12,T,2013,7053.0,0
DNK,F11,T,2013,193687.8,0
DNK,F11,T,2014,186970.6,0
DNK,F12,T,2014,6896.0,0
ITA,F11,T,2012,683566.1,0
ITA,F12,T,2012,63797.5,0
ITA,F12,T,2013,69330.8,0
ITA,F11,T,2013,546542.2,0
ITA,F11,T,2014,505126.0,0
ITA,F12,T,2014,86823.2,0
LTU,F12,T,2012,323.6,0
LTU,F11,T,2012,150000.0,0
LTU,F11,T,2013,154000.0,0
LTU,F12,T,2013,333.7,0
LTU,F12,T,2014,84.5,0
LTU,F11,T,2014,154000.0,0
LUX,F12,T,2012,338.2,0
LUX,F11,T,2012,13675.0,0
LUX,F11,T,2013,13944.5,0
LUX,F12,T,2013,274.6,0
LUX,F12,T,2014,274.6,0
LUX,F11,T,2014,13944.5,0
CYP,F12,T,2012,163.6,0
CYP,F11,T,2012,4880.7,0
CYP,F11,T,2013,3146.9,0
CYP,F12,T,2013,163.6,0
CYP,F12,T,2014,163.6,0
CYP,F11,T,2014,3146.9,0
LVA,F11,T,2012,65200.0,0
